ts,ecg
1365004465.15737,14465.69922
1365004465.17243,14454.05762
1365004465.17249,14474.67676
1365004465.19037,14455.62109
1365004465.19044,14461.69238
1365004465.20438,14473.47949
1365004465.20444,14453.20312
1365004465.21638,14476.42383
1365004465.21648,14459.62793
1365004465.22738,14462.9502
1365004465.24341,14481.67578
1365004465.24349,14453.82617
1365004465.26239,14470.01074
1365004465.26246,14459.79883
1365004465.27238,14459.64062
1365004465.27247,14485.91504
1365004465.28236,14453.33691
1365004465.29843,14469.26562
1365004465.2985,14461.60645
1365004465.3135,14437.06641
1365004465.31368,14453.28809
1365004465.32739,14431.52148
1365004465.32746,14461.86328
1365004465.34148,14481.30957
1365004465.3416,14459.51758
1365004465.35249,14483.26367
1365004465.36737,14468.82617
1365004465.36743,14476.91211
1365004465.38251,14491.41113
1365004465.3827,14466.32227
1365004465.39452,14488.8584
1365004465.40436,14485.58496
1365004465.40443,14479.35547
1365004465.41233,14499.22949
1365004465.42241,14454.24121
1365004465.43751,14418.5
1365004465.43769,14353.29688
1365004465.45345,14383.88281
1365004465.45362,14915.66309
1365004465.46538,15568.82324
1365004465.47535,15655.57422
1365004465.4754,15391.20508
1365004465.49239,14980.54883
1365004465.49246,14687.7793
1365004465.50835,14518.21094
1365004465.50841,14485.43848
1365004465.52241,14485.60938
1365004465.52265,14447.68164
1365004465.52835,14460.78809
1365004465.54534,14445.22656
1365004465.54547,14433.37793
1365004465.5604,14447.36426
1365004465.56062,14414.44434
1365004465.57545,14421.50488
1365004465.57582,14415.12891
1365004465.58939,14390.625
1365004465.58961,14403.78125
1365004465.60039,14366.14648
1365004465.6154,14362.29883
1365004465.61557,14359.17188
1365004465.63043,14316.72461
1365004465.63049,14316.29688
1365004465.64534,14280.59277
1365004465.65339,14273.11719
1365004465.65346,14278.66309
1365004465.66245,14246.18262
1365004465.67238,14266.66797
1365004465.69037,14267.55957
1365004465.69044,14284.35449
1365004465.7004,14338.93164
1365004465.70048,14348.99707
1365004465.71452,14389.89258
1365004465.7254,14407.91016
1365004465.72547,14411.7207
1365004465.7454,14449.19629
1365004465.74547,14431.58203
1365004465.75943,14445.06738
1365004465.7595,14461.10645
1365004465.77234,14444.79883
1365004465.77239,14469.54688
1365004465.77546,14453.19043
1365004465.7944,14451.48047
1365004465.79447,14465.91895
1365004465.80936,14442.40527
1365004465.80943,14462.76758
1365004465.82445,14450.82129
1365004465.82452,14443.41895
1365004465.83836,14467.29883
1365004465.84937,14443.61426
1365004465.84944,14459.66504
1365004465.86442,14458.72363
1365004465.86449,14445.11621
1365004465.8794,14473.93164
1365004465.8795,14454.32715
1365004465.89344,14461.83887
1365004465.89352,14466.96875
1365004465.90431,14448.24316
1365004465.91938,14475.34863
1365004465.91946,14457.63672
1365004465.93443,14462.07129
1365004465.93451,14478.78125
1365004465.94942,14456.68457
1365004465.94953,14483.64258
1365004465.96546,14473.79785
1365004465.96935,14467.39648
1365004465.96943,14483.1543
1365004465.98838,14450.8457
1365004465.98845,14455.2793
1365004466.00431,14457.49023
1365004466.00436,14463.69531
1365004466.01837,14497.28711
1365004466.01844,14475.9834
1365004466.02845,14483.67969
1365004466.04343,14495.82129
1365004466.04353,14476.97363
1365004466.05845,14499.25391
1365004466.05852,14483.28809
1365004466.07336,14487.47852
1365004466.07343,14502.35645
1365004466.08742,14482.29883
1365004466.09837,14502.42969
1365004466.09842,14467.22559
1365004466.11352,14401.14258
1365004466.11371,14354.68848
1365004466.12943,14417.90137
1365004466.1295,14981.47754
1365004466.1435,15567.78516
1365004466.14368,15560.98145
1365004466.1534,15320.25977
1365004466.16836,14916.33496
1365004466.16842,14645.01465
1365004466.1834,14520.36133
1365004466.18347,14472.0625
1365004466.19937,14481.7002
1365004466.19942,14450.41797
1365004466.21353,14448.95215
1365004466.21371,14457.70996
1365004466.22339,14429.78711
1365004466.24339,14449.63574
1365004466.24346,14429.17578
1365004466.25346,14416.3623
1365004466.25353,14424.33887
1365004466.26537,14386.39941
1365004466.26546,14393.00781
1365004466.27737,14379.82715
1365004466.29242,14355.58105
1365004466.29249,14366.84277
1365004466.30838,14329.55078
1365004466.30845,14320.31543
1365004466.32343,14309.63965
1365004466.3235,14278.04004
1365004466.33738,14292.7832
1365004466.33747,14266.50879
1365004466.34741,14274.41211
1365004466.36239,14296.79004
1365004466.36246,14293.98047
1365004466.37738,14345.94336
1365004466.37746,14361.88379
1365004466.39043,14381.35449
1365004466.39052,14414.09082
1365004466.40233,14406.62695
1365004466.41744,14432.07129
1365004466.41752,14431.57031
1365004466.43838,14421.10156
1365004466.43845,14445.8252
1365004466.45057,14423.01953
1365004466.45076,14435.73535
1365004466.4625,14440.09668
1365004466.46839,14421.13867
1365004466.46845,14443.74805
1365004466.48547,14424.46094
1365004466.48557,14429.17578
1365004466.50237,14441.30566
1365004466.50246,14422.73828
1365004466.51439,14444.89648
1365004466.52437,14432.62109
1365004466.52443,14430.21387
1365004466.53242,14452.53125
1365004466.54238,14429.00488
1365004466.55844,14451.50488
1365004466.55852,14449.66016
1365004466.57242,14440.20605
1365004466.57252,14463.96387
1365004466.58642,14445.44629
1365004466.58649,14457.25781
1365004466.59535,14466.27246
1365004466.61039,14447.64551
1365004466.61046,14473.41895
1365004466.62541,14454.15527
1365004466.62551,14462.07129
1365004466.6404,14478.42676
1365004466.6405,14454.17969
1365004466.65037,14471.5625
1365004466.66735,14456.83105
1365004466.66743,14448.3291
1365004466.68543,14456.40332
1365004466.68549,14429.22461
1365004466.70037,14444.77441
1365004466.70044,14457.19727
1365004466.71239,14465.05176
1365004466.71246,14496.7373
1365004466.71537,14470.15723
1365004466.72438,14472.29492
1365004466.73538,14475.58105
1365004466.75043,14460.61719
1365004466.75049,14487.2334
1365004466.76546,14460.88574
1365004466.77354,14472.63672
1365004466.77373,14483.36133
1365004466.78034,14466.04102
1365004466.79043,14478.75684
1365004466.80737,14415.71484
1365004466.80745,14341.63086
1365004466.82243,14371.92383
1365004466.8225,14746.31445
1365004466.8303,15421.11914
1365004466.83036,15608.58301
1365004466.84439,15364.75977
1365004466.8594,15030.8623
1365004466.85948,14689.64844
1365004466.8744,14536.97363
1365004466.8745,14491.3623
1365004466.88846,14456.79395
1365004466.88853,14471.97754
1365004466.90043,14442.27051
1365004466.91942,14444.56641
1365004466.9195,14447.54688
1365004466.93443,14418.69531
1365004466.93455,14432.85254
1365004466.94842,14416.10547
1365004466.94848,14406.96875
1365004466.96938,14419.42871
1365004466.97333,14387.49805
1365004466.97339,14402.20508
1365004466.97431,14384.2373
1365004466.98553,14360.1123
1365004467.00045,14368.17383
1365004467.00063,14330.67383
1365004467.01339,14331.63965
1365004467.02238,14320.95117
1365004467.02244,14294.96973
1365004467.02936,14308.63867
1365004467.03939,14284.77051
1365004467.05442,14298.41406
1365004467.05449,14331.76172
1365004467.06938,14339.35938
1365004467.06946,14395.85352
1365004467.08242,14409.46094
1365004467.09331,14426.02441
1365004467.09336,14459.2002
1365004467.10043,14449.55078
1365004467.10937,14479.88086
1365004467.1244,14477.68164
1365004467.12448,14473.12598
1365004467.1394,14494.62402
1365004467.1395,14481.72461
1365004467.14542,14498.17871
1365004467.16353,14500.15723
1365004467.16372,14479.90527
1365004467.17938,14502.44141
1365004467.17945,14487.75879
1365004467.19332,14495.6377
1365004467.19338,14506.17969
1365004467.20735,14484.62012
1365004467.21844,14509.96582
1365004467.21851,14491.11816
1365004467.2334,14495.69922
1365004467.2335,14517.99121
1365004467.25044,14497.01855
1365004467.25052,14517.77148
1365004467.26236,14509.12305
1365004467.26245,14506.63086
1365004467.27338,14533.91992
1365004467.28838,14517.39258
1365004467.28843,14534.11523
1365004467.30437,14529.92578
1365004467.30444,14516.86719
1365004467.31844,14543.30078
1365004467.31851,14516.85547
1365004467.33249,14521.39941
1365004467.33268,14524.94141
1365004467.3434,14508.16992
1365004467.35837,14524.2207
1365004467.35844,14507.7793
1365004467.37846,14528.10547
1365004467.37853,14560.32812
1365004467.38936,14538.1709
1365004467.38945,14548.78516
1365004467.39539,14532.0752
1365004467.41243,14526.74902
1365004467.41251,14550.39746
1365004467.41937,14523.47559
1365004467.42843,14541.9082
1365004467.4434,14544.00879
1365004467.44347,14532.00195
1365004467.45237,14545.03516
1365004467.46539,14491.5332
1365004467.46546,14441.63574
1365004467.4824,14406.3457
1365004467.48247,14538.43945
1365004467.4976,15074.15234
1365004467.49828,15473.60742
1365004467.51038,15419.60449
1365004467.51062,15177.2959
1365004467.52233,14864.5918
1365004467.53739,14682.71094
1365004467.53764,14556.26074
1365004467.55246,14515.38965
1365004467.5526,14527.70215
1365004467.56737,14497.20117
1365004467.56759,14508.20703
1365004467.58144,14501.53809
1365004467.58151,14484.27832
1365004467.5935,14507.40039
1365004467.63541,14480.8457
1365004467.63548,14482.14062
1365004467.63835,14483.41016
1365004467.6384,14453.21484
1365004467.64236,14470.49902
1365004467.64242,14448.62207
1365004467.65036,14440.75586
1365004467.66048,14442.16016
1365004467.66066,14406.9082
1365004467.67547,14419.58691
1365004467.67554,14397.33105
1365004467.69239,14385.33594
1365004467.69249,14401.66797
1365004467.70643,14374.34277
1365004467.7065,14393.26367
1365004467.71535,14399.54199
1365004467.73039,14407.0791
1365004467.73046,14443.49219
1365004467.74541,14438.1416
1365004467.7455,14463.29297
1365004467.76064,14490.16504
1365004467.76082,14485.32812
1365004467.77039,14522.96289
1365004467.78541,14509.70996
1365004467.78548,14514.30273
1365004467.80252,14529.79102
1365004467.80262,14505.93457
1365004467.81535,14530.02344
1365004467.8154,14516.62305
1365004467.8294,14509.63574
1365004467.82947,14527.70215
1365004467.84243,14503.54102
1365004467.86042,14523.76855
1365004467.86066,14523.12109
1365004467.87443,14513.1543
1365004467.87451,14543.19043
1365004467.88734,14522.2666
1365004467.89045,14542.89746
1365004467.8907,14549.64062
1365004467.91044,14534.87207
1365004467.91051,14557.86133
1365004467.9254,14537.90137
1365004467.92564,14549.79883
1365004467.94042,14567.42578
1365004467.94051,14541.39551
1365004467.95447,14569.25781
1365004467.96541,14562.7959
1365004467.96565,14554.62402
1365004467.9804,14567.70605
1365004467.98046,14539.12305
1365004467.99538,14554.02539
1365004467.99558,14546.21973
1365004468.00943,14548.76074
1365004468.0095,14591.7207
1365004468.01952,14567.97461
1365004468.03441,14570.95508
1365004468.03464,14564.83594
1365004468.04932,14547.16113
1365004468.04937,14577.46582
1365004468.06541,14562.12402
1365004468.06548,14573.33789
1365004468.08231,14584.48926
1365004468.09043,14557.25
1365004468.09056,14579.49414
1365004468.10546,14557.48242
1365004468.10555,14510.2959
1365004468.12051,14460.72754
1365004468.12068,14452.39648
1365004468.13339,14827.59277
1365004468.14235,15416.07422
1365004468.14242,15607.69141
1365004468.15033,15422.31641
1365004468.1594,15098.77832
1365004468.1744,14826.77441
1365004468.17447,14658.97656
1365004468.18959,14580.80078
1365004468.18999,14587.87305
1365004468.2034,14556.88379
1365004468.21234,14556.95703
1365004468.21241,14562.24609
1365004468.22039,14533.87109
1365004468.22841,14551.94922
1365004468.25242,14532.14844
1365004468.2525,14527.21387
1365004468.26339,14544.20508
1365004468.26345,14510.00293
1365004468.27239,14521.28906
1365004468.28541,14502.89355
1365004468.28549,14480.01465
1365004468.30044,14492.38867
1365004468.30051,14450.89453
1365004468.31537,14446.43555
1365004468.31543,14431.21582
1365004468.32941,14397.49023
1365004468.32948,14412.80762
1365004468.33536,14390.18555
1365004468.35339,14399.53027
1365004468.35346,14421.06543
1365004468.36844,14421.13867
1365004468.36852,14463.92773
1365004468.38238,14478.14551
1365004468.38247,14503.45508
1365004468.39338,14541.85938
1365004468.40842,14535.62988
1365004468.40849,14568.73242
1365004468.42342,14569.03809
1365004468.42352,14568.35352
1365004468.43846,14593.67578
1365004468.43853,14568.07227
1365004468.45242,14583.92773
1365004468.4528,14585.30859
1365004468.46337,14568.30469
1365004468.47932,14588.94824
1365004468.47945,14567.33984
1365004468.49439,14578.71191
1365004468.49464,14589.92578
1365004468.50736,14564.81152
1365004468.50742,14584.51367
1365004468.51746,14572.16504
1365004468.53243,14573.00781
1365004468.5325,14587.55566
1365004468.54943,14566.44824
1365004468.54954,14587.05469
1365004468.56845,14577.88184
1365004468.56853,14572.44531
1365004468.57944,14599.07422
1365004468.57981,14569.48926
1365004468.58534,14578.1377
1365004468.60242,14585.85742
1365004468.60249,14573.50879
1365004468.6174,14592.60059
1365004468.61768,14569.97852
1365004468.63044,14576.18359
1365004468.63052,14576.9043
1365004468.64237,14551.32617
1365004468.65839,14571.24902
1365004468.65857,14553.3291
1365004468.67341,14576.48926
1365004468.67347,14609.48145
1365004468.68739,14586.28516
1365004468.68762,14595.22656
1365004468.70144,14581.14258
1365004468.70151,14575.75586
1365004468.71237,14599.64844
1365004468.72743,14571.74902
1365004468.72749,14588.75293
1365004468.74248,14589.87695
1365004468.74289,14574.99902
1365004468.75639,14597.68164
1365004468.7566,14554.19629
1365004468.76438,14505.58105
1365004468.77336,14446.87598
1365004468.78342,14465.01465
1365004468.80242,14985.6543
1365004468.80248,15652.50781
1365004468.81739,15740.33398
1365004468.81746,15498.59961
1365004468.82338,15086.34277
1365004468.82345,14789.89746
1365004468.83545,14628.73242
1365004468.85351,14581.28906
1365004468.85394,14586.43164
1365004468.86741,14549.13965
1365004468.86748,14556.46875
1365004468.88037,14552.76758
1365004468.88044,14534.50586
1365004468.89039,14550.8125
1365004468.90538,14520.4707
1365004468.90546,14525.14941
1365004468.92038,14525.89453
1365004468.92045,14492.31543
1365004468.93544,14501.95312
1365004468.93551,14468.83789
1365004468.94937,14456.74512
1365004468.94944,14458.52832
1365004468.96042,14417.5957
1365004468.97745,14419.44043
1365004468.97763,14388.45117
1365004468.99038,14365.64551
1365004468.99044,14370.9834
1365004469.00543,14336.36621
1365004469.01737,14352.99121
1365004469.01744,14366.47656
1365004469.02844,14374.78223
1365004469.03537,14431.87598
1365004469.05039,14438.26367
1365004469.05046,14477.62109
1365004469.06545,14503.29688
1365004469.06552,14497.4209
1365004469.07645,14532.19727
1365004469.07663,14520.92285
1365004469.08259,14525.40527
1365004469.09944,14546.45215
1365004469.09951,14526.83496
1365004469.11538,14549.56738
1365004469.11545,14538.47559
1365004469.12842,14533.43066
1365004469.12849,14555.22266
1365004469.13931,14533.82227
1365004469.1544,14552.18066
1365004469.15446,14543.8623
1365004469.16937,14531.58691
1365004469.16943,14554.02539
1365004469.18438,14528.3125
1365004469.18445,14538.02344
1365004469.19943,14541.98145
1365004469.19951,14519.88477
1365004469.20938,14547.58789
1365004469.22437,14528.74023
1365004469.22444,14540.03906
1365004469.24251,14553.3418
1365004469.24268,14535.03125
1365004469.25638,14555.14941
1365004469.25645,14543.48438
1365004469.26338,14542.91016
1365004469.27031,14562.38086
1365004469.27938,14537.97461
1365004469.29443,14558.67969
1365004469.2945,14553.62207
1365004469.30945,14532.72266
1365004469.30963,14552.93848
1365004469.32342,14519.82324
1365004469.3324,14525.60156
1365004469.33246,14528.99707
1365004469.33936,14528.00781
1365004469.34938,14568.37793
1365004469.36441,14551.81445
1365004469.36449,14547.08691
1365004469.3784,14553.01172
1365004469.37847,14528.64258
1365004469.3884,14549.48145
1365004469.40435,14538.76855
1365004469.40442,14543.82617
1365004469.42041,14561.59863
1365004469.42048,14532.91797
1365004469.43438,14546.04883
1365004469.43447,14530.14551
1365004469.44739,14471.23242
1365004469.44755,14425.95117
1365004469.45842,14413.72363
1365004469.47352,14858.05664
1365004469.47391,15550.84277
1365004469.48944,15701.28223
1365004469.48951,15484.0752
1365004469.50338,15092.19434
1365004469.50355,14757.49121
1365004469.51342,14599.69727
1365004469.53241,14534.49414
1365004469.53247,14540.75977
1365004469.54241,14515.71973
1365004469.54834,14501.79395
1365004469.5634,14511.49316
1365004469.56347,14480.23438
1365004469.57349,14498.28809
1365004469.57941,14488.57715
1365004469.57948,14475.92285
1365004469.5974,14490.21387
1365004469.59747,14456.21973
1365004469.61345,14456.64746
1365004469.61351,14445.73926
1365004469.62542,14413.38184
1365004469.62549,14422.94629
1365004469.63749,14382.83203
1365004469.65237,14373.70801
1365004469.65244,14362.16406
1365004469.65942,14327.7666
1365004469.66836,14338.77246
1365004469.68339,14317.50684
1365004469.68346,14314.62402
1365004469.70037,14339.4082
1365004469.70043,14332.86035
1365004469.7035,14384.33496
1365004469.72542,14407.10352
1365004469.72549,14423.1416
1365004469.73747,14474.41992
1365004469.73764,14461.81445
1365004469.7504,14489.35938
1365004469.75047,14500.2793
1365004469.76244,14487.92969
1365004469.77739,14513.47168
1365004469.77746,14491.05762
1365004469.7924,14491.66797
1365004469.79247,14502.25879
1365004469.80737,14482.23828
1365004469.80744,14507.35156
1365004469.82144,14491.67969
1365004469.82151,14489.07812
1365004469.83344,14502.51465
1365004469.84535,14476.96094
1365004469.84542,14499.65625
1365004469.86343,14491.50879
1365004469.8635,14481.13867
1365004469.87536,14501.04883
1365004469.88438,14477.44922
1365004469.88445,14499.15527
1365004469.89342,14508.46387
1365004469.90337,14489.29785
1365004469.91739,14515.38965
1365004469.91746,14492.25391
1365004469.93233,14498.08105
1365004469.93238,14505.43457
1365004469.94738,14484.29004
1365004469.94745,14503.25977
1365004469.95436,14488.96875
1365004469.97249,14490.01855
1365004469.97266,14508.64648
1365004469.98537,14486.14648
1365004469.98544,14506.02051
1365004470.00036,14500.07227
1365004470.00043,14499.83984
1365004470.0104,14526.44434
1365004470.02537,14492.58398
1365004470.02543,14502.86914
1365004470.0404,14493.75684
1365004470.04047,14479.68457
1365004470.05541,14498.5332
1365004470.05548,14476.85156
1365004470.06958,14508.01172
1365004470.06998,14529.31445
1365004470.0804,14511.1875
1365004470.09542,14532.68555
1365004470.09557,14502.27051
1365004470.11053,14504.96973
1365004470.11072,14521.375
1365004470.12491,14493.19434
1365004470.13537,14514.52246
1365004470.13544,14508.62207
1365004470.15043,14502.73438
1365004470.1505,14515.91504
1365004470.16533,14466.10156
1365004470.16539,14427.69824
1365004470.18038,14372.14453
1365004470.18045,14454.32715
1365004470.19836,14987.49902
1365004470.20238,15509.48242
1365004470.20245,15533.49707
1365004470.21238,15263.10645
1365004470.22043,14905.30469
1365004470.23739,14689.81934
1365004470.23746,14537.30273
1365004470.25344,14502.70996
1365004470.25351,14503.55273
1365004470.25938,14465.4668
1365004470.27439,14482.5918
1365004470.27446,14469.55859
1365004470.28939,14453.61816
1365004470.28948,14468.41016
1365004470.30437,14436.76172
1365004470.30444,14448.1582
1365004470.31938,14442.34375
1365004470.31945,14417.37598
1365004470.32937,14424.70508
1365004470.34544,14391.63965
1365004470.34551,14392.29883
1365004470.36031,14386.80176
1365004470.36037,14348.10547
1365004470.37481,14354.72559
1365004470.38036,14322.19727
1365004470.38042,14309.63965
1365004470.39946,14311.63086
1365004470.39964,14292.17285
1365004470.41538,14319.10645
1365004470.41545,14306.59863
1365004470.43341,14321.43945
1365004470.43351,14371.99805
1365004470.44539,14372.22949
1365004470.45037,14408.49609
1365004470.45042,14430.76367
1365004470.46838,14434.26953
1365004470.46845,14471.5127
1365004470.48443,14450.34473
1365004470.48451,14470.36523
1365004470.50046,14475.17773
1365004470.50063,14454.85156
1365004470.50539,14477.74316
1365004470.52345,14462.40039
1365004470.52353,14469.64453
1365004470.53935,14480.83301
1365004470.53942,14437.36035
1365004470.55445,14453.75293
1365004470.55452,14455.63379
1365004470.56837,14447.38867
1365004470.56844,14455.47461
1365004470.57838,14435.90625
1365004470.59334,14454.75391
1365004470.59341,14447.55957
1365004470.60843,14444.62793
1365004470.60851,14471.67188
1365004470.62238,14448.46387
1365004470.62247,14463.70801
1365004470.63248,14480.40527
1365004470.64944,14449.91699
1365004470.64951,14470.91504
1365004470.66939,14448.61035
1365004470.66946,14443.62598
1365004470.6824,14464.92969
1365004470.68246,14437.54297
1365004470.69347,14465.75977
1365004470.6994,14453.26367
1365004470.69947,14445.44629
1365004470.71742,14458.66309
1365004470.71752,14436.33398
1365004470.73337,14442.12402
1365004470.73344,14441.46387
1365004470.74537,14447.30273
1365004470.74545,14480.41797
1365004470.75737,14461.79004
1365004470.77338,14465.19824
1365004470.77345,14462.2666
1365004470.79238,14444.05371
1365004470.79244,14467.37207
1365004470.81042,14445.60547
1365004470.81049,14458.74805
1365004470.81537,14459.88477
1365004470.81542,14440.18164
1365004470.82748,14462.25391
1365004470.84239,14410.35254
1365004470.84246,14343.92773
1365004470.85735,14330.4541
1365004470.85741,14432.24219
1365004470.87041,14907.25879
1365004470.87048,15301.3877
1365004470.88338,15300.21582
1365004470.90239,15104.50684
1365004470.90247,14816.15918
1365004470.91743,14624.66504
1365004470.91749,14501.7334
1365004470.92838,14449.92969
1365004470.92845,14455.21875
1365004470.94043,14419.34277
1365004470.94049,14420.73535
1365004470.95236,14412.20898
1365004470.96839,14387.00977
1365004470.96846,14402.84082
1365004470.98338,14391.65137
1365004470.98346,14378.83789
1365004470.99537,14384.45703
1365004471.00444,14361.19922
1365004471.00451,14382.63672
1365004471.01335,14369.94531
1365004471.02234,14354.71289
1365004471.03754,14362.37207
1365004471.03761,14304.55859
1365004471.05235,14309.66406
1365004471.0524,14294.89648
1365004471.06639,14273.67871
1365004471.06646,14286.50488
1365004471.07745,14266.28906
1365004471.09243,14273.3252
1365004471.09253,14287.5918
1365004471.10541,14286.02832
1365004471.10548,14313.43848
1365004471.12544,14322.74707
1365004471.13338,14334.74219
1365004471.13361,14367.66113
1365004471.14741,14361.94434
1365004471.14749,14400.39746
1365004471.16239,14400.2998
1365004471.16262,14396.81836
1365004471.17542,14419.81934
1365004471.17564,14382.20898
1365004471.18939,14407.49414
1365004471.20039,14411.7207
1365004471.20061,14389.08594
1365004471.24445,14411.78223
1365004471.24452,14389.3916
1365004471.24835,14390.77246
1365004471.2484,14409.62012
1365004471.25243,14389.45312
1365004471.25445,14429.35938
1365004471.25461,14405.58887
1365004471.25732,14398.63867
1365004471.27059,14408.53223
1365004471.28533,14377.73828
1365004471.2854,14401.80176
1365004471.30241,14399.66406
1365004471.30249,14405.95508
1365004471.31438,14426.7207
1365004471.32341,14403.53711
1365004471.32352,14403.80566
1365004471.33237,14412.75879
1365004471.34039,14408.875
1365004471.36238,14415.15332
1365004471.36246,14369.41992
1365004471.3749,14394.88867
1365004471.37508,14394.64453
1365004471.38246,14382.7832
1365004471.3984,14430.67871
1365004471.39847,14408.58105
1365004471.41445,14409.53418
1365004471.41453,14419.52637
1365004471.42539,14363.64258
1365004471.42546,14383.46777
1365004471.44042,14384.98242
1365004471.4405,14394.65625
1365004471.44438,14403.92773
1365004471.46439,14371.64355
1365004471.46446,14381.67188
1365004471.48037,14371.79004
1365004471.48042,14299.28125
1365004471.49338,14248.8584
1365004471.50344,14245.97559
1365004471.50352,14575.63379
1365004471.51936,15138.53809
1365004471.51945,15350.02832
1365004471.53439,15187.92285
1365004471.53446,14895.1416
1365004471.54842,14637.69824
1365004471.54859,14487.16016
1365004471.56338,14379.83984
1365004471.57443,14382.86914
1365004471.5745,14329.59961
1365004471.61845,14319.72949
1365004471.61852,14352.42871
1365004471.62034,14296.60645
1365004471.6204,14320.96289
1365004471.62436,14311.96094
1365004471.62441,14298.10938
1365004471.62845,14310.80078
1365004471.64354,14264.76172
1365004471.64373,14270.24707
1365004471.65943,14270.71094
1365004471.6595,14236.38672
1365004471.67541,14242.48145
1365004471.67548,14198.42285
1365004471.68837,14186.0
1365004471.68845,14192.25391
1365004471.69835,14165.27051
1365004471.71334,14177.48633
1365004471.7134,14158.99219
1365004471.72838,14166.57812
1365004471.72846,14194.13477
1365004471.74244,14171.57422
1365004471.74252,14211.5293
1365004471.75345,14220.01855
1365004471.76841,14243.39844
1365004471.76848,14303.98438
1365004471.78341,14290.54785
1365004471.7835,14312.47363
1365004471.79843,14315.50293
1365004471.7985,14299.74609
1365004471.81345,14330.625
1365004471.81394,14313.25586
1365004471.82438,14320.91406
1365004471.84551,14323.58984
1365004471.84569,14295.8125
1365004471.85839,14320.59668
1365004471.85846,14307.625
1365004471.86439,14303.92383
1365004471.86446,14309.21289
1365004471.87736,14301.10156
1365004471.89342,14321.75684
1365004471.89349,14304.47266
1365004471.90837,14295.88574
1365004471.90843,14329.03711
1365004471.92337,14298.59766
1365004471.92344,14322.0625
1365004471.93743,14335.88965
1365004471.93751,14307.6123
1365004471.94734,14350.6582
1365004471.96246,14325.00684
1365004471.96253,14303.41016
1365004471.97732,14321.36621
1365004471.97737,14293.00293
1365004471.99339,14317.38477
1365004471.99345,14300.30762
1365004471.99737,14327.93848
1365004472.00536,14360.25879
1365004472.01736,14322.28223
1365004472.03239,14333.97266
1365004472.03248,14327.88965
1365004472.04748,14313.63477
1365004472.04765,14334.13086
1365004472.06237,14324.41992
1365004472.06244,14335.18164
1365004472.07242,14338.04004
1365004472.09037,14327.0957
1365004472.09044,14357.49805
1365004472.09739,14292.74707
1365004472.10745,14223.5
1365004472.12256,14187.03809
1365004472.12833,14300.96777
1365004472.12839,14853.04883
1365004472.14046,15337.59375
1365004472.14052,15300.96094
1365004472.15737,15079.14844
1365004472.15743,14750.82129
1365004472.17243,14536.69238
1365004472.1725,14384.77441
1365004472.18637,14338.14941
1365004472.19546,14345.40527
1365004472.19553,14302.72656
1365004472.21238,14322.82031
1365004472.21248,14318.67871
1365004472.22538,14299.08594
1365004472.22545,14319.99805
1365004472.24037,14290.79199
1365004472.24044,14288.77637
1365004472.25038,14299.91699
1365004472.26545,14262.86914
1365004472.26552,14278.57715
1365004472.28041,14246.09766
1365004472.28048,14243.3252
1365004472.29745,14259.7666
1365004472.29752,14212.75098
1365004472.31249,14203.63867
1365004472.31266,14177.63281
1365004472.3184,14168.33691
1365004472.34839,14191.72852
1365004472.34846,14165.33203
1365004472.35235,14187.39258
1365004472.35242,14205.12891
1365004472.36542,14212.54297
1365004472.3655,14277.74707
1365004472.37537,14277.0625
1365004472.38343,14321.37891
1365004472.39238,14344.37988
1365004472.40731,14336.5127
1365004472.40737,14383.43066
1365004472.42239,14371.67969
1365004472.42246,14370.00684
1365004472.43437,14406.51758
1365004472.44449,14400.11621
1365004472.4447,14422.84863
1365004472.4524,14402.80371
1365004472.46042,14395.23047
1365004472.47538,14421.41992
1365004472.47559,14384.49316
1365004472.49041,14414.9209
1365004472.49063,14415.8252
1365004472.49936,14400.25098
1365004472.51442,14435.73535
1365004472.5147,14408.875
1365004472.52941,14427.51465
1365004472.5295,14440.93945
1365004472.57254,14423.37402
1365004472.57273,14460.16504
1365004472.57445,14439.4248
1365004472.57737,14452.61621
1365004472.57745,14479.31836
1365004472.57833,14454.86426
1365004472.58838,14488.19922
1365004472.60433,14465.17383
1365004472.60438,14459.09082
1365004472.61638,14480.40527
1365004472.62238,14436.1748
1365004472.62245,14464.78223
1365004472.62936,14466.1875
1365004472.63938,14476.47266
1365004472.65441,14517.33203
1365004472.65447,14486.70898
1365004472.67032,14496.57812
1365004472.67037,14507.92578
1365004472.68337,14486.18359
1365004472.69242,14529.15527
1365004472.69248,14495.18555
1365004472.70041,14508.62207
1365004472.70952,14528.37402
1365004472.72538,14491.10645
1365004472.7256,14527.87305
1365004472.74039,14505.18945
1365004472.74066,14445.18945
1365004472.74539,14391.63965
1365004472.7634,14357.88965
1365004472.76347,14818.11426
1365004472.77941,15553.15137
1365004472.77963,15724.95508
1365004472.79943,15511.48633
1365004472.79949,15115.12109
1365004472.81146,14800.95215
1365004472.81156,14614.79492
1365004472.81735,14517.50293
1365004472.8334,14527.28711
1365004472.83348,14482.82422
1365004472.84841,14486.58691
1365004472.84863,14491.33789
1365004472.86243,14457.05078
1365004472.86251,14482.0791
1365004472.87238,14455.37695
1365004472.88849,14451.93262
1365004472.88856,14476.21582
1365004472.90345,14415.60547
1365004472.90388,14428.61426
1365004472.9184,14407.65332
1365004472.91862,14388.91504
1365004472.93238,14402.80371
